Name;Type;Stereotype;Status;Notes;TagValue_Niveau;TagValue_Type Vormgeving;TagValue_Type Zingeving;TagValue_Perspectief;TagValue_Niveau;TagValue_Enterprise
De Key zorgt er voor dat het reglement financieel beleid en beheer actueel blijft, dat het een feitelijke beschrijving van de processen is en dat zij toeziet op de naleving daarvan. ;Class;Uitspraak;Proposed;De Key zorgt er voor dat het reglement financieel beleid en beheer actueel blijft, dat het een feitelijke beschrijving van de processen is en dat zij toeziet op de naleving daarvan. De Key borgt de actualiteit van het reglement door periodiek te evalueren in hoeverre aanpassingen noodzakelijk zijn.;Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
De Key neemt in de MJB tevens voor ten minste vijf jaar volgend op het laatst afgesloten boekjaar, streefwaarden en prestatie-indicatoren op, die betrekking hebben op de in die jaren te verwachte financiële situatie en financiële risico’s, conform BTiV artikel 104 lid 2 sub c. De minimale streefwaarden uit de MJB sluiten aan bij die van het WSW en de Aw.;Class;Uitspraak;Proposed;De Key neemt in de MJB tevens voor ten minste vijf jaar volgend op het laatst afgesloten boekjaar, streefwaarden en prestatie-indicatoren op, die betrekking hebben op de in die jaren te verwachte financiële situatie en financiële risico’s, conform BTiV artikel 104 lid 2 sub c. De minimale streefwaarden uit de MJB sluiten aan bij die van het WSW en de Aw.;Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
Het bestuur en de RvC bespreken tenminste twee keer per jaar de belangrijkste financiële risico’s aan de hand van een door het bestuur opgestelde kwartaalrapportage.;Class;Uitspraak;Proposed;Het bestuur en de RvC bespreken tenminste twee keer per jaar de belangrijkste financiële risico’s aan de hand van een door het bestuur opgestelde kwartaalrapportage.;Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De Key heeft geen derivaten en zal geen nieuwe derivatencontracten afsluiten.;Class;Uitspraak;Proposed;De Key heeft geen derivaten en zal geen nieuwe derivatencontracten afsluiten.;Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
De Key en de verbonden ondernemingen hanteren geen rentevisie voor beleggingen.;Class;Uitspraak;Proposed;De Key en de verbonden ondernemingen hanteren geen rentevisie voor beleggingen.;Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
Woonstichting De Key respecteert en beschermt de persoonsgegevens van haar huurders.;Class;Uitspraak;Proposed;Woonstichting De Key respecteert en beschermt de persoonsgegevens van haar huurders.;Vormgeving;Principe;;Klant;Vormgeving;De Key Amsterdam
We verwerken niet meer gegevens dan nodig.;Class;Uitspraak;Proposed;We verwerken niet meer gegevens dan nodig.;Vormgeving;Principe;;Proc.;Vormgeving;De Key Amsterdam
Met de gegevens (van de huurders) die we verwerken gaan we vertrouwelijk om.;Class;Uitspraak;Proposed;Met de gegevens (van de huurders) die we verwerken gaan we vertrouwelijk om.;Vormgeving;Principe;;Proc.;Vormgeving;De Key Amsterdam
We doen niet aan profilering. (met gegevens van huurders).;Class;Uitspraak;Proposed;We doen niet aan profilering. (met gegevens van huurders).;Vormgeving;Principe;;Proc.;Vormgeving;De Key Amsterdam
Iedereen die toegang heeft tot de persoonsgegevens van onze huurders, is contractueel gebonden aan geheimhoudingsplicht.;Class;Uitspraak;Proposed;Iedereen die toegang heeft tot de persoonsgegevens van onze huurders, is contractueel gebonden aan geheimhoudingsplicht.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
Alleen medewerkers die het echt nodig hebben voor hun werk hebben toegang tot de persoonsgegevens van onze huurders en mogen deze inzien en verwerken voor zover nodig.;Class;Uitspraak;Proposed;Alleen medewerkers die het echt nodig hebben voor hun werk hebben toegang tot de persoonsgegevens van onze huurders en mogen deze inzien en verwerken voor zover nodig.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
Wij nemen alle noodzakelijke technische beveiligingsmaatregelen die nodig zijn om misbruik van en ongeautoriseerde toegang tot persoonsgegevens te voorkomen.;Class;Uitspraak;Proposed;Wij nemen alle noodzakelijke technische beveiligingsmaatregelen die nodig zijn om misbruik van en ongeautoriseerde toegang tot persoonsgegevens te voorkomen.;Vormgeving;Beleidsuitspraak;;Infovz.;Vormgeving;De Key Amsterdam
Als een andere partij of instantie werk voor ons verricht (bijvoorbeeld Beter Buren, de Deurwaarder, aannemers) moet deze partij een bewerkersovereenkomst getekend hebben waarin staat waarvoor ze deze gegevens ontvangen en mogen verwerken en hoe ze er mee om moeten gaan.;Class;Uitspraak;Proposed;Als een andere partij of instantie werk voor ons verricht (bijvoorbeeld Beter Buren, de Deurwaarder, aannemers) moet deze partij een bewerkersovereenkomst getekend hebben waarin staat waarvoor ze deze gegevens ontvangen en mogen verwerken en hoe ze er mee om moeten gaan.;Vormgeving;Beleidsuitspraak;;Lev.;Vormgeving;De Key Amsterdam
Soms is het nodig om persoonsgegevens over en weer te delen met andere instanties (bijvoorbeeld Zoeklicht, Treiteraanpak, Meldpunt Zorg en Overlast, Vroeg erop Af). In die gevallen moet een convenant getekend zijn waarin staat voor welk doel welke persoonsgegevens gedeeld worden en hoe er met deze gegevens wordt omgegaan.;Class;Uitspraak;Proposed;Soms is het nodig om persoonsgegevens over en weer te delen met andere instanties (bijvoorbeeld Zoeklicht, Treiteraanpak, Meldpunt Zorg en Overlast, Vroeg erop Af). In die gevallen moet een convenant getekend zijn waarin staat voor welk doel welke persoonsgegevens gedeeld worden en hoe er met deze gegevens wordt omgegaan.;Vormgeving;Beleidsuitspraak;;Stakeh.;Vormgeving;De Key Amsterdam
De zakenpartnertoets is een instrument bij de besluitvorming omtrent verkoop van onroerend goed.;Class;Uitspraak;Proposed;De zakenpartnertoets is een instrument bij de besluitvorming omtrent verkoop van onroerend goed. De toets zorgt ervoor dat De Key een juiste inspanning levert om alleen zaken te doen met integere partijen en risico’s met betrekking tot de zakenpartner worden beheerst.;Vormgeving;Beleidsuitspraak;;Stakeh.;Vormgeving;De Key Amsterdam
Het zakenpartnertoetsbeleid wordt jaarlijks beoordeeld of eerder wanneer dit vanwege gewijzigde wet en regelgeving, strategische of maatschappelijke ontwikkelingen noodzakelijk wordt geacht.;Class;Uitspraak;Proposed;Het zakenpartnertoetsbeleid wordt jaarlijks beoordeeld of eerder wanneer dit vanwege gewijzigde wet en regelgeving, strategische of maatschappelijke ontwikkelingen noodzakelijk wordt geacht.;Vormgeving;Doelstelling;;Stakeh.;Vormgeving;De Key Amsterdam
Individuele zakenpartnerdossiers en acceptatiebesluiten worden niet aan partijen buiten De Key bekendgemaakt.;Class;Uitspraak;Proposed;Individuele zakenpartnerdossiers en acceptatiebesluiten worden niet aan partijen buiten De Key bekendgemaakt.;Vormgeving;Beleidsuitspraak;;Stakeh.;Vormgeving;De Key Amsterdam
Het zonder toestemming van de verantwoordelijke aan derden verstrekken van vertrouwelijke informatie (ook indien dit op andere wijzen dan via e-mail, internet en/of telefoon geschiedt) is niet toegestaan.;Class;Uitspraak;Proposed;Het zonder toestemming van de verantwoordelijke aan derden verstrekken van vertrouwelijke informatie (ook indien dit op andere wijzen dan via e-mail, internet en/of telefoon geschiedt) is niet toegestaan.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
De Key acht het van belang dat medewerkers op een adequate en veilige wijze melding kunnen doen van eventuele vermoedens van misstanden bij De Key.;Class;Uitspraak;Proposed;De Key acht het van belang dat medewerkers op een adequate en veilige wijze melding kunnen doen van eventuele vermoedens van misstanden bij De Key.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
Van iedere medewerk(st)er wordt verwacht dat hij melding maakt van (een vermoeden van) een misstand.;Class;Uitspraak;Proposed;Van iedere medewerk(st)er wordt verwacht dat hij melding maakt van (een vermoeden van) een misstand.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
De Key wil gebouwen ontwikkelen die in de toekomst hun waarde behouden.;Class;Uitspraak;Proposed;De Key wil gebouwen ontwikkelen die in de toekomst hun waarde behouden. Gebouwen dienen toekomstbestendig te zijn voor wat betreft wooncomfort en gebruikskwaliteit, maar ook voor wat betreft het beheer en onderhoud. Gebouwen dienen waardevast te zijn voor de verhuur, maar ook voor eventuele verkoop in de toekomst.;Vormgeving;Beleidsuitspraak;;Vastg.;Vormgeving;De Key Amsterdam
Naast waardevastheid is sober & doelmatig een belangrijk uitgangspunt.;Class;Uitspraak;Proposed;Naast waardevastheid is sober & doelmatig een belangrijk uitgangspunt.;Vormgeving;Beleidsuitspraak;;Vastg.;Vormgeving;De Key Amsterdam
"Wij ontwikkelen nieuwbouw die qua oppervlakte en uitrusting past bij deze doelgroep (starters). Bijvoorbeeld:
Een twee-kamerwoning is maximaal 40 m2 VO (vloeroppervlak)";Class;Uitspraak;Proposed;"Wij ontwikkelen nieuwbouw die qua oppervlakte en uitrusting past bij deze doelgroep (starters). Bijvoorbeeld:
Een twee-kamerwoning is maximaal 40 m2 VO (vloeroppervlak)";Vormgeving;Beleidsuitspraak;;Vastg.;Vormgeving;De Key Amsterdam
